2,3,B
4,2,W
5,5,B
1,3,W
4,1,B
4,5,W
4,6,B
5,1,W
0,3,B
4,0,W
2,5,B
4,7,W
3,7,B
2,4,W
5,7,B
6,5,W
6,4,B
0,2,W
0,1,B
6,3,W
7,3,B
6,6,W
7,5,B
7,7,W
5,3,B
2,2,W
2,1,B
3,5,W
0,4,B
2,0,W
3,1,B
6,2,W
6,0,B
1,1,W
1,5,B
3,2,W
5,4,B
0,5,W
0,0,B
3,0,W
1,0,B
1,2,W
5,0,B
1,4,W
1,6,B
2,7,W
1,7,B
2,6,W
7,1,B
3,6,W
7,4,B
0,7,W
6,7,B
5,6,W
0,6,B
